x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.11480206251144409,-0.07639098167419434,-0.034265892801897735,0.1848258376121521,-0.2089352309703827,-0.04125190734686157,0.19683849811553955,-0.3199402987957001,-0.050159568188803405,0.17944097518920898,-0.4051342159509659,-0.05249238595189354,0.09184765815734863,-0.31178995966911316,-0.002951550752015919,0.13289415836334229,-0.3742734491825104,-0.0687067455035617,0.1397169828414917,-0.27537745237350464,-0.10676221012892029,0.13844001293182373,-0.1896590292453766,-0.11689744353117248,0.01389661431312561,-0.30092060565948486,-0.004019404983239383,0.0657968521118164,-0.35033872723579407,-0.07624262034715912,0.07753127813339233,-0.2322443127632141,-0.09384025841774246,0.08125394582748413,-0.1433386206626892,-0.08331133633674881,-0.0587289035320282,-0.2793993055820465,-0.015993062628524513,0.004029303789138794,-0.28995323181152344,-0.08578455656589767,0.015297681093215942,-0.17898070812225342,-0.07477477401317856,0.014292299747467041,-0.10762235522270203,-0.04331524506034157,-0.1301548182964325,-0.2490752935409546,-0.030896436644809455,-0.06326502561569214,-0.2602500319480896,-0.07138838827432892,-0.05008551478385925,-0.17485076189041138,-0.056392180023806304,-0.05165562033653259,-0.12254822254180908,-0.02973666250528595,A
0.0,0.0,0.0,0.11747002601623535,-0.07024955749511719,-0.025811068652046742,0.19152039289474487,-0.20671290159225464,-0.03066360944308144,0.20452487468719482,-0.3226393461227417,-0.037791151491774144,0.19199949502944946,-0.406595915555954,-0.0387537776807676,0.09241980314254761,-0.3191087543964386,-0.011127062080277028,0.1458975076675415,-0.37991058826446533,-0.07006329664386612,0.15199875831604004,-0.28157997131347656,-0.10249282040990693,0.14784014225006104,-0.19784042239189148,-0.11076221236385209,0.012505769729614258,-0.3146342635154724,-0.01336887565798861,0.08007979393005371,-0.3404286503791809,-0.07168981799281937,0.0893978476524353,-0.22727006673812866,-0.08254178234733445,0.0882379412651062,-0.14469939470291138,-0.07316244759954316,-0.05897945165634155,-0.29548636078834534,-0.02427490421928269,0.017886579036712646,-0.28607022762298584,-0.08027258136667115,0.02997457981109619,-0.1779889166355133,-0.06724888452686173,0.027524948120117188,-0.10465329885482788,-0.04055776813424927,-0.12765711545944214,-0.2662876546382904,-0.03804806986249787,-0.051296085119247437,-0.2520330846309662,-0.0713916010538469,-0.03794819116592407,-0.1642771065235138,-0.059596929637564244,-0.039978742599487305,-0.10952019691467285,-0.0381620749215017,A
0.0,0.0,0.0,0.07310289144515991,-0.05632811784744263,-0.031190792921847788,0.1243932843208313,-0.1610226035118103,-0.036423933584160295,0.13899797201156616,-0.24784976243972778,-0.041135144311851946,0.1353951096534729,-0.31674498319625854,-0.04192645930118033,0.07639449834823608,-0.22917550802230835,-0.0054681137054330975,0.07186782360076904,-0.2898937165737152,-0.04702623270816275,0.05354434251785278,-0.2284247875213623,-0.07177557506031462,0.048268258571624756,-0.16637998819351196,-0.07800092257923552,0.012262880802154541,-0.22038209438323975,-0.0006655419211938352,0.006411135196685791,-0.2770911157131195,-0.04740510963267752,-0.002384960651397705,-0.20051899552345276,-0.06229997508592078,0.0016155242919921875,-0.13051706552505493,-0.0570714817232556,-0.044278502464294434,-0.20582598447799683,-0.003336393166250673,-0.050135910511016846,-0.2462874948978424,-0.04830927856630751,-0.046127378940582275,-0.16899216175079346,-0.04494367249674269,-0.036143362522125244,-0.1061367392539978,-0.026303672123617616,-0.0954442024230957,-0.18509569764137268,-0.00843364548302361,-0.1002424955368042,-0.22059398889541626,-0.03835580952829787,-0.09308028221130371,-0.16449344158172607,-0.031471026021904436,-0.0828409194946289,-0.11841940879821777,-0.014556750547058073,A
0.0,0.0,0.0,0.11682623624801636,-0.10152846574783325,-0.04224623501301039,0.18426793813705444,-0.2545968294143677,-0.055673116296532044,0.1826959252357483,-0.38197603821754456,-0.0726092545688175,0.16909950971603394,-0.487673282623291,-0.08139918133616675,0.06983959674835205,-0.370266854763031,-0.004943663664164433,0.10591429471969604,-0.4482775330543518,-0.08450353279710043,0.11957335472106934,-0.3464958667755127,-0.13038355991244543,0.12218815088272095,-0.25377005338668823,-0.14389311656356085,-0.01660400629043579,-0.3499507009983063,-0.010262297876181492,0.03363037109375,-0.4196985363960266,-0.09892473503947485,0.05640655755996704,-0.28698959946632385,-0.12351751461625327,0.06688272953033447,-0.18586081266403198,-0.11520118400454749,-0.09985089302062988,-0.31686991453170776,-0.028253269791605362,-0.0344768762588501,-0.35848134756088257,-0.12062066182494391,-0.011265158653259277,-0.22128045558929443,-0.10938969388604391,-0.004566490650177002,-0.1297737956047058,-0.07149890199303854,-0.18366920948028564,-0.27079182863235474,-0.04952937871217955,-0.10917866230010986,-0.303600937128067,-0.10897757247090567,-0.08047950267791748,-0.2074149250984192,-0.09428202494979132,-0.0750725269317627,-0.14064395427703857,-0.06329175218940009,A
0.0,0.0,0.0,0.115916907787323,-0.09478884935379028,-0.041106751407937736,0.1861739158630371,-0.25702977180480957,-0.05225965216334316,0.18441110849380493,-0.3867340683937073,-0.06653116106565449,0.17166799306869507,-0.489382803440094,-0.07292676925237629,0.07493138313293457,-0.3681359589099884,-0.008202806334452362,0.10968983173370361,-0.44064247608184814,-0.0875570198851392,0.12135249376296997,-0.33742555975914,-0.13198013811881992,0.12553322315216064,-0.24441087245941162,-0.14427596538837406,-0.013143062591552734,-0.34838733077049255,-0.013989822227017612,0.038092195987701416,-0.41282451152801514,-0.10193300455387089,0.05845671892166138,-0.28173670172691345,-0.12395806073720905,0.06978994607925415,-0.17969149351119995,-0.11388905554588291,-0.09644699096679688,-0.3162934482097626,-0.03231094613249752,-0.0333937406539917,-0.357429563999176,-0.12355786025102589,-0.010461568832397461,-0.21962708234786987,-0.11145174711521122,-0.0006317496299743652,-0.12480705976486206,-0.07344446539457294,-0.17784172296524048,-0.2708794176578522,-0.05400812089021656,-0.10725682973861694,-0.3015965521335602,-0.11443474351938221,-0.07867902517318726,-0.20522016286849976,-0.10124135970647785,-0.06928235292434692,-0.13681316375732422,-0.07127583980138752,A
0.0,0.0,0.0,0.11585164070129395,-0.09796124696731567,-0.04152703075834552,0.1841810941696167,-0.2526739835739136,-0.05437256931492129,0.18723207712173462,-0.3819214701652527,-0.07102402835317889,0.17333459854125977,-0.4885181188583374,-0.07991581200786868,0.08069068193435669,-0.3692127466201782,-0.001696000575805101,0.11333394050598145,-0.4483521282672882,-0.08273385255762378,0.1265186071395874,-0.3481289744377136,-0.1307815441412572,0.13013356924057007,-0.25430041551589966,-0.144880188397849,-0.005264699459075928,-0.3504645824432373,-0.007050030167931709,0.04072695970535278,-0.42080602049827576,-0.09507944970556537,0.06037914752960205,-0.28950226306915283,-0.11980390339323321,0.07078278064727783,-0.18798565864562988,-0.11108844517895022,-0.0894312858581543,-0.31858888268470764,-0.02556448965498248,-0.02989286184310913,-0.3578692674636841,-0.11710682301946918,-0.009515643119812012,-0.22313719987869263,-0.10688210814424792,-0.0010968446731567383,-0.13275116682052612,-0.06928622513242999,-0.17299824953079224,-0.2735305428504944,-0.04736504121848384,-0.10440212488174438,-0.30686503648757935,-0.10526840179392138,-0.07712948322296143,-0.21266883611679077,-0.09062740742393771,-0.06955468654632568,-0.1457972526550293,-0.05957093252965251,A
0.0,0.0,0.0,0.12434446811676025,-0.09700393676757812,-0.0414353395834155,0.19548159837722778,-0.24873614311218262,-0.05402860148097943,0.1957905888557434,-0.3777533769607544,-0.07048333538915585,0.18748033046722412,-0.4835515320301056,-0.0791449035539813,0.08925986289978027,-0.3663235008716583,-0.0009377745817005234,0.12675416469573975,-0.4458429217338562,-0.08288712902214002,0.13546007871627808,-0.34580135345458984,-0.13107667966033887,0.13623648881912231,-0.25119829177856445,-0.14538705451633405,0.002485811710357666,-0.3501015901565552,-0.007167447453696241,0.05181896686553955,-0.4254812002182007,-0.09762948109056424,0.06699109077453613,-0.2956256568431854,-0.12347909910823773,0.0761902928352356,-0.19170129299163818,-0.11461424930240582,-0.08173120021820068,-0.3194074034690857,-0.02660500547136735,-0.02276712656021118,-0.36523979902267456,-0.1200747649207301,-0.004598021507263184,-0.23012924194335938,-0.11000399394180249,0.004535853862762451,-0.13727784156799316,-0.07194641335155438,-0.16637927293777466,-0.27307385206222534,-0.049291131181973924,-0.09947079420089722,-0.30981355905532837,-0.11014814032461118,-0.07126164436340332,-0.21429944038391113,-0.09633958442356061,-0.06027573347091675,-0.14489221572875977,-0.06507740272428464,A
0.0,0.0,0.0,0.12199407815933228,-0.09561622142791748,-0.04513171325413623,0.19994604587554932,-0.24803239107131958,-0.059809178216141845,0.2007993459701538,-0.3799186944961548,-0.07657058174697795,0.18014276027679443,-0.4835447669029236,-0.08531635637370982,0.08656561374664307,-0.35911571979522705,-0.015147589249295379,0.11782574653625488,-0.44042688608169556,-0.09117884571639934,0.12375015020370483,-0.3347732722759247,-0.1312848740348045,0.1219213604927063,-0.24229776859283447,-0.14149868126003184,-0.000246584415435791,-0.33882030844688416,-0.018477629972380782,0.04560971260070801,-0.4123404920101166,-0.10327197994081416,0.060402512550354004,-0.27841615676879883,-0.12245352948991695,0.06621003150939941,-0.17765593528747559,-0.11204445744840541,-0.0836455225944519,-0.30740195512771606,-0.03397018100110927,-0.025654196739196777,-0.3607426583766937,-0.12232152010290065,-0.006037533283233643,-0.22231525182724,-0.10690506185380855,0.0002599358558654785,-0.1271575689315796,-0.06812195862619319,-0.16766077280044556,-0.26320767402648926,-0.05302583436457553,-0.1035049557685852,-0.3050541579723358,-0.11171718324510493,-0.07449251413345337,-0.20945465564727783,-0.09658353413431087,-0.06653845310211182,-0.1403924822807312,-0.06626098240701594,A
0.0,0.0,0.0,0.11916637420654297,-0.08403050899505615,-0.0443330168546936,0.20116668939590454,-0.2378406524658203,-0.056417303514649575,0.21232181787490845,-0.3679458200931549,-0.071084568631818,0.2050166130065918,-0.47429218888282776,-0.07785696758048744,0.10255050659179688,-0.3601253628730774,-0.00607879448773474,0.13646060228347778,-0.43820202350616455,-0.0853815771462223,0.13476896286010742,-0.3330940306186676,-0.13013930095451087,0.12806034088134766,-0.2374284267425537,-0.1419272519470951,0.014080047607421875,-0.34360796213150024,-0.009530768153240388,0.05846679210662842,-0.41534608602523804,-0.09623054636733741,0.06507104635238647,-0.2843579053878784,-0.1183265246273777,0.06983768939971924,-0.17970478534698486,-0.10720218939798087,-0.07126587629318237,-0.31449440121650696,-0.026218615827133362,-0.019619226455688477,-0.3583763837814331,-0.11540963722484321,-0.005335330963134766,-0.22279375791549683,-0.10368950141685218,0.003340601921081543,-0.12961769104003906,-0.06543679757135124,-0.1564314365386963,-0.2724218964576721,-0.04635320080535621,-0.0969589352607727,-0.3092101216316223,-0.10342435015456886,-0.074462890625,-0.21461206674575806,-0.08861921204345435,-0.06577301025390625,-0.1478009819984436,-0.05742732284682006,A
0.0,0.0,0.0,0.1244245171546936,-0.07780510187149048,-0.04880041496301146,0.20558148622512817,-0.23035019636154175,-0.06391721086049529,0.21142494678497314,-0.3652972877025604,-0.08012514428639861,0.20635300874710083,-0.4727991223335266,-0.08821605758214446,0.10720419883728027,-0.3409263789653778,-0.018828729702477176,0.14214694499969482,-0.4257991313934326,-0.09944794194245787,0.14051401615142822,-0.3218715190887451,-0.14132927970433684,0.13316768407821655,-0.22560358047485352,-0.1516189189388797,0.01917588710784912,-0.3262513279914856,-0.020991098670606334,0.06455522775650024,-0.40346759557724,-0.11217916624093505,0.07106393575668335,-0.26966553926467896,-0.1334795715048358,0.07258415222167969,-0.16354191303253174,-0.12193099276566954,-0.06530851125717163,-0.30064982175827026,-0.03601486103082152,-0.015581786632537842,-0.35234904289245605,-0.13064915554070922,-2.3245811462402344e-05,-0.21378839015960693,-0.11716782913947554,0.007208287715911865,-0.1184425950050354,-0.07745839522624465,-0.15271395444869995,-0.26332777738571167,-0.054475421620850284,-0.09660595655441284,-0.29677248001098633,-0.11822183297419997,-0.06866157054901123,-0.20025837421417236,-0.10571566091323348,-0.05613899230957031,-0.1339397430419922,-0.07588599489474745,A
